"id","submitted","areas_of_interest","subinterests"
26892,1401457536,"Advertising,Cloud Services,Commerce,Consumer Electronics,Data & Analytics,Education,Enterprise Software,Events,Financial Services,Games,Green,Hardware,Healthcare,Local,Media,Mobile,Music,Productivity Tools,Small Businesses,Smart Home,Social Impact,Transportation,Travel,Wearable Tech","In-classroom learning (K-12),Lifelong Learning (outside of school),Teacher training,Youth Leadership,Higher Education,Quantified-self,Records,Wellness,Medical Devices,Content,News"
26893,1401460573,NULL,NULL
26894,1401461730,"Events,Payments,Productivity Tools,Small Businesses,Smart Home,Sports,Wearable Tech",""
26895,1401469007,"Advertising,Cloud Services,Commerce,Events,Financial Services,Games,Local,Media,Mobile,Photos,Social Impact,Travel,Video","Content,Movies/Film,News"
26896,1401470494,NULL,NULL
26897,1401476613,NULL,NULL
26898,1401479795,NULL,NULL
26899,1401479829,NULL,NULL
26900,1401480743,NULL,NULL
26901,1401483203,NULL,NULL
26902,1401485717,NULL,NULL
26903,1401485908,"Enterprise Software,Mobile,Productivity Tools",""
26904,1401488268,NULL,NULL
26905,1401492212,NULL,NULL
26906,1401508840,NULL,NULL
26907,1401516725,"Data & Analytics,Financial Services",""
26908,1401528113,NULL,NULL
26909,1401530344,NULL,NULL
26910,1401550990,"Commerce,Education,Enterprise Software,Healthcare,Local,Small Businesses",""
26911,1401574479,NULL,NULL
26912,1401577058,NULL,NULL
26913,1401586986,NULL,NULL
26914,1401592930,NULL,NULL
26915,1401593486,"Education,Financial Services,Media,Payments","Lifelong Learning (outside of school),Content,News"
26916,1401594650,NULL,NULL
26917,1401595213,NULL,NULL
26918,1401599529,NULL,NULL
26919,1401631985,"Education,Healthcare","Lifelong Learning (outside of school),Fitness,Nutrition,Quantified-self,Wellness"
26920,1401641113,NULL,NULL
26921,1401641367,NULL,NULL
26922,1401642526,NULL,NULL
26923,1401642540,NULL,NULL
26924,1401646356,NULL,NULL
26925,1401650932,NULL,NULL
26926,1401652741,NULL,NULL
26927,1401657036,NULL,NULL
26928,1401658938,NULL,NULL
26929,1401667024,NULL,NULL
26930,1401667612,"Advertising,Commerce,Enterprise Software,Mobile,Productivity Tools,Small Businesses,Social Impact,Sports,Travel",""
26931,1401674417,NULL,NULL
26932,1401675373,NULL,NULL
26933,1401675650,NULL,NULL
26934,1401678744,NULL,NULL
26935,1401682621,NULL,NULL
27041,1401933206,"Cloud Services,Consumer Electronics,Dating,Enterprise Software,Hardware,Productivity Tools,Small Businesses,Smart Home,Social Impact",""
26937,1401688855,NULL,NULL
26938,1401695555,NULL,NULL
26939,1401695781,"Commerce,Mobile,Wearable Tech",""
26940,1401697260,NULL,NULL
26941,1401707957,NULL,NULL
26942,1401714797,"3D Printing,Cloud Services,Consumer Electronics,Enterprise Software,Hardware,Mobile,Productivity Tools,Robotics,Small Businesses,Smart Home",""
26943,1401716141,NULL,NULL
26944,1401718867,NULL,NULL
26945,1401718948,NULL,NULL
26946,1401719961,NULL,NULL
26947,1401720698,NULL,NULL
26948,1401724774,NULL,NULL
26949,1401725167,NULL,NULL
26950,1401727124,NULL,NULL
26951,1401727134,"Advertising,Data & Analytics,Small Businesses,Social Impact",""
26952,1401727441,"Education,Enterprise Software,Financial Services,Healthcare,Mobile,Payments,Productivity Tools,Smart Home,Sports,Travel,Wearable Tech","Records"
26953,1401729378,NULL,NULL
26954,1401733307,NULL,NULL
26955,1401733416,NULL,NULL
27191,1402419397,"Cloud Services,Consumer Electronics,Education,Games,Green,Hardware,Mobile,Music,Robotics,Transportation","Lifelong Learning (outside of school),Higher Education"
27045,1401954994,NULL,NULL
27046,1401956533,NULL,NULL
27047,1401961502,NULL,NULL
27048,1401964894,NULL,NULL
27049,1401969347,NULL,NULL
27050,1401969662,NULL,NULL
27051,1401969916,NULL,NULL
27052,1401974175,"Enterprise Software,Healthcare,Mobile","Records,Wellness"
27053,1401974270,NULL,NULL
27054,1401974874,NULL,NULL
27055,1401976086,NULL,NULL
27056,1401978074,NULL,NULL
27057,1401980920,NULL,NULL
27058,1401983662,"Cloud Services,Education,Enterprise Software,Productivity Tools,Recruiting","Higher Education"
27059,1401989891,NULL,NULL
27060,1401991914,NULL,NULL
27063,1401999570,NULL,NULL
27064,1402000664,NULL,NULL
27067,1402008741,NULL,NULL
27068,1402009180,"Cloud Services",""
27069,1402009190,"Healthcare",""
27070,1402029768,NULL,NULL
27071,1402032347,NULL,NULL
27072,1402034573,"Cloud Services,Commerce,Fashion,Financial Services,Mobile,Social Impact",""
27073,1402040657,NULL,NULL
27074,1402041728,NULL,NULL
27075,1402053615,NULL,NULL
27076,1402054653,NULL,NULL
27077,1402056232,"Commerce,Media,Mobile,Music","Content,Movies/Film,TV"
27078,1402064601,NULL,NULL
27079,1402064624,"Local,Small Businesses",""
27080,1402064738,NULL,NULL
27081,1402065996,"Advertising,Education,Enterprise Software,Local,Mobile,Payments,Social Impact,Sports,Transportation","Higher Education"
27082,1402069016,NULL,NULL
27083,1402069676,"Green,Healthcare,Robotics,Smart Home","Medical Devices"
27084,1402072315,NULL,NULL
27085,1402072472,NULL,NULL
27086,1402073393,NULL,NULL
28199,1405723981,NULL,NULL
28200,1405724696,NULL,NULL
28204,1405739551,NULL,NULL
28205,1405746403,NULL,NULL
28206,1405762416,NULL,NULL
28207,1405770269,NULL,NULL
28208,1405772290,NULL,NULL
28215,1405823109,NULL,NULL
28209,1405785752,NULL,NULL
28210,1405788589,NULL,NULL
27088,1402074619,NULL,NULL
27089,1402078528,NULL,NULL
27090,1402078448,NULL,NULL
27091,1402081000,"Mobile,Productivity Tools",""
27092,1402082563,NULL,NULL
27093,1402084638,"Mobile,Photos,Productivity Tools",""
27094,1402085715,"Advertising,Commerce,Data & Analytics,Green,Local,Payments,Productivity Tools,Small Businesses,Social Impact",""
27095,1402085725,NULL,NULL
27096,1402086706,NULL,NULL
27097,1402088362,"Social Impact",""
27098,1402090115,"Fashion,Mobile,Music,Smart Home,Sports,Wearable Tech",""
27100,1402099875,"Consumer Electronics,Events,Sports,Wearable Tech",""
27101,1402107934,NULL,NULL
27102,1402110198,NULL,NULL
27103,1402115009,NULL,NULL
27104,1402132482,NULL,NULL
27105,1402138775,NULL,NULL
27106,1402149091,NULL,NULL
27107,1402158181,"Advertising,Cloud Services,Commerce,Enterprise Software,Local,Mobile,Payments,Productivity Tools,Smart Home,Transportation,Wearable Tech",""
27108,1402163051,NULL,NULL
27109,1402168333,NULL,NULL
27110,1402173460,"Cloud Services,Commerce,Data & Analytics,Local,Media,Mobile,Payments,Productivity Tools,Small Businesses","Content"
27111,1402185999,"Advertising,Commerce,Consumer Electronics,Hardware,Mobile,Music,Payments,Social Impact,Wearable Tech",""
27112,1402195415,NULL,NULL
27113,1402206197,NULL,NULL
27114,1402222911,"Advertising,Dating,Local,Mobile,Payments,Social Impact",""
27115,1402223103,NULL,NULL
27116,1402228408,"Cloud Services,Commerce,Consumer Electronics,Fashion,Games,Mobile,Payments,Photos,Social Impact,Video",""
27117,1402232618,NULL,NULL
27118,1402235536,"Enterprise Software,Hardware,Healthcare,Mobile,Productivity Tools,Small Businesses,Smart Home,Transportation,Travel,Wearable Tech","Quantified-self,Medical Devices"
27119,1402235562,"Education","Higher Education"
27120,1402244541,NULL,NULL
27121,1402244924,NULL,NULL
27122,1402247729,NULL,NULL
27123,1402253635,NULL,NULL
27124,1402254486,NULL,NULL
27125,1402303322,NULL,NULL
27127,1402258737,NULL,NULL
27128,1402260820,"Enterprise Software,Mobile",""
27129,1402270616,NULL,NULL
27130,1402272457,NULL,NULL
27131,1402278973,NULL,NULL
27132,1402279611,NULL,NULL
27133,1402283264,NULL,NULL
27134,1402289913,NULL,NULL
27135,1402290172,NULL,NULL
27136,1402291637,NULL,NULL
27137,1402293256,NULL,NULL
27138,1402297991,NULL,NULL
27139,1402299163,NULL,NULL
27140,1402308253,"Cloud Services,Commerce,Enterprise Software,Fashion,Mobile,Music,Photos,Video",""
27141,1402318751,NULL,NULL
27142,1402321063,"3D Printing,Advertising,Cloud Services,Consumer Electronics,Data & Analytics,Hardware,Healthcare,Mobile,Productivity Tools,Small Businesses,Smart Home,Sports,Wearable Tech","Fitness,Quantified-self"
27143,1402324699,"Data & Analytics,Healthcare,Mobile","Quantified-self,Wellness"
27144,1402326886,NULL,NULL
27145,1402329799,NULL,NULL
27146,1402330117,NULL,NULL
27147,1402333515,NULL,NULL
27148,1402334256,NULL,NULL
27149,1402335093,NULL,NULL
27150,1402340889,NULL,NULL
27151,1402341249,NULL,NULL
27152,1402341359,NULL,NULL
27153,1402342181,NULL,NULL
27154,1402344048,NULL,NULL
27155,1402346573,NULL,NULL
27156,1402347449,"Education,Fashion,Hardware,Social Impact,Wearable Tech",""
27157,1402347768,"Cloud Services,Consumer Electronics,Education,Enterprise Software,Hardware,Healthcare,Media,Mobile,Photos,Productivity Tools,Small Businesses,Smart Home,Social Impact,Transportation,Video,Wearable Tech","Medical Devices,Content,Movies/Film,TV"
27158,1402349356,"Enterprise Software,Hardware,Healthcare,Productivity Tools,Wearable Tech","Fitness,Nutrition,Quantified-self,Records,Wellness,Medical Devices"
27159,1402350403,"Advertising,Dating,Events,Mobile,Photos,Small Businesses",""
27160,1402353131,"Cloud Services,Consumer Electronics,Hardware,Mobile",""
27161,1402353537,NULL,NULL
27162,1402353589,NULL,NULL
27163,1402353689,NULL,NULL
27164,1402355841,"Events,Fashion,Local,Media,Mobile,Music,Sports","Content,News,TV"
27165,1402356112,NULL,NULL
27166,1402370063,NULL,NULL
27167,1402357373,NULL,NULL
27168,1402358575,NULL,NULL
27169,1402360586,NULL,NULL
27170,1402362095,NULL,NULL
27171,1402364948,NULL,NULL
27172,1402370468,"Events,Green,Local,Small Businesses",""
27173,1402376065,NULL,NULL
27174,1402377011,NULL,NULL
27175,1402386481,NULL,NULL
27176,1402390652,NULL,NULL
27177,1402392976,NULL,NULL
27178,1402391719,NULL,NULL
27179,1402406136,NULL,NULL
27180,1402412258,NULL,NULL
27181,1402413689,NULL,NULL
27182,1402413712,NULL,NULL
27183,1402414155,NULL,NULL
27184,1402414878,NULL,NULL
27185,1402415036,NULL,NULL
27187,1402415865,NULL,NULL
27188,1402417012,NULL,NULL
27189,1402417601,"Advertising,Cloud Services,Commerce,Events,Media,Music,Smart Home,Sports","Content"
27190,1402418423,NULL,NULL
27192,1402419545,NULL,NULL
27193,1402419985,NULL,NULL
27194,1402420568,NULL,NULL
27195,1402424859,"Advertising,Enterprise Software,Healthcare,Social Impact",""
27196,1402426281,NULL,NULL
27197,1402428190,"Data & Analytics,Enterprise Software,Local,Mobile,Productivity Tools,Recruiting,Small Businesses",""
28047,1405309191,NULL,NULL
28048,1405358407,NULL,NULL
28049,1405326055,NULL,NULL
28050,1405326543,"Media","Content"
28051,1405344649,NULL,NULL
28052,1405347551,"Healthcare,Smart Home,Wearable Tech","Quantified-self,Wellness"
27199,1402430435,NULL,NULL
27200,1402431659,NULL,NULL
27201,1402433586,NULL,NULL
27202,1402433715,"Financial Services,Mobile,Sports,Travel",""
27203,1402433935,NULL,NULL
27204,1402434552,NULL,NULL
27205,1402579339,NULL,NULL
27206,1402458544,NULL,NULL
27207,1402460285,NULL,NULL
27208,1402460880,NULL,NULL
27209,1402460932,"Financial Services,Mobile,Payments,Photos",""
27210,1402468196,NULL,NULL
27211,1402479304,NULL,NULL
27212,1402481868,NULL,NULL
27213,1402493569,NULL,NULL
27214,1402498077,"Advertising,Cloud Services,Commerce,Games,Local,Mobile,Social Impact",""
27215,1402501643,NULL,NULL
27216,1402505936,"Games,Mobile,Social Impact",""
27217,1402506615,"Enterprise Software,Financial Services,Smart Home,Sports",""
27449,1403225999,NULL,NULL
27219,1402510449,NULL,NULL
27220,1402515016,NULL,NULL
27221,1402517091,NULL,NULL
27222,1402517652,NULL,NULL
27223,1402517855,NULL,NULL
27224,1402518271,"Enterprise Software,Healthcare,Mobile",""
27225,1402519230,"3D Printing,Advertising,Cloud Services,Data & Analytics,Fashion,Sports,Video",""
27226,1402521117,NULL,NULL
27227,1402523603,NULL,NULL
27228,1402526164,NULL,NULL
27229,1402526019,NULL,NULL
27230,1402526312,"Education,Events,Green,Mobile,Photos,Small Businesses,Social Impact,Travel,Video,Wearable Tech","Lifelong Learning (outside of school)"
27231,1402527631,NULL,NULL
27233,1402531988,NULL,NULL
27234,1402532237,NULL,NULL
27235,1402532999,NULL,NULL
27236,1402533705,NULL,NULL
27237,1402534724,NULL,NULL
27238,1402537539,NULL,NULL
27239,1402538851,NULL,NULL
27240,1402544202,"Commerce",""
27241,1402546870,NULL,NULL
27242,1402549622,NULL,NULL
27243,1402549794,NULL,NULL
27244,1402551542,NULL,NULL
27245,1402553274,"Music,Photos,Productivity Tools,Small Businesses,Smart Home,Social Impact",""
27246,1402582532,NULL,NULL
27247,1402584762,NULL,NULL
27248,1402586624,NULL,NULL
27249,1402585856,NULL,NULL
27250,1402588701,"Media,Music,Video",""
27251,1402590192,"3D Printing,Advertising,Education,Games,Media,Small Businesses,Smart Home,Social Impact,Video",""
27252,1402591162,NULL,NULL
27253,1402592293,"Advertising,Cloud Services,Data & Analytics,Media,Mobile,Photos,Productivity Tools,Small Businesses,Travel,Wearable Tech","Content"
27254,1402594024,NULL,NULL
27255,1402594767,"Cloud Services,Hardware,Healthcare,Mobile,Wearable Tech","Quantified-self,Medical Devices"
27256,1402595333,NULL,NULL
27257,1402598679,NULL,NULL
27258,1402601425,NULL,NULL
27260,1402605799,NULL,NULL
27262,1402608165,NULL,NULL
27263,1402610473,"Education,Events,Fashion,Green,Local,Media,Mobile,Productivity Tools,Social Impact,Video","Edutainment,Lifelong Learning (outside of school),Teacher training,Youth Leadership,Content,Movies/Film"
27264,1402610854,NULL,NULL
27265,1402613151,NULL,NULL
27266,1402618123,NULL,NULL
27267,1402619171,"Cloud Services,Healthcare","Wellness"
27268,1402620863,NULL,NULL
27269,1402627279,NULL,NULL
27270,1402634537,NULL,NULL
27271,1402636870,NULL,NULL
27272,1402637462,"Cloud Services,Mobile,Productivity Tools",""
27273,1402641047,NULL,NULL
27274,1402641400,"Cloud Services,Education,Green,Hardware,Healthcare,Mobile,Productivity Tools,Small Businesses,Social Impact,Travel,Wearable Tech","In-classroom learning (K-12),Lifelong Learning (outside of school),Higher Education,Fitness,Nutrition,Wellness,Medical Devices"
27275,1402643078,NULL,NULL
27276,1402648385,NULL,NULL
27277,1402653666,"Consumer Electronics,Enterprise Software,Mobile,Productivity Tools,Robotics,Smart Home,Wearable Tech",""
27278,1402659016,NULL,NULL
27279,1402660849,NULL,NULL
27280,1402661167,NULL,NULL
27281,1402666171,NULL,NULL
27282,1402666840,NULL,NULL
27283,1402667255,"Commerce,Consumer Electronics,Hardware,Payments,Small Businesses,Smart Home,Travel,Video",""
27284,1402672031,NULL,NULL
27285,1402673624,NULL,NULL
27286,1402677693,NULL,NULL
27287,1402679311,NULL,NULL
27288,1402679576,NULL,NULL
27289,1402681233,NULL,NULL
27290,1402682388,"Commerce,Mobile",""
27291,1402686808,NULL,NULL
27292,1402686852,"Green",""
27293,1402690847,"Commerce,Consumer Electronics,Dating,Enterprise Software,Events,Fashion,Games,Green,Local,Mobile,Music,Photos,Productivity Tools,Robotics,Small Businesses,Smart Home,Social Impact,Travel,Wearable Tech",""
27295,1402699767,"Cloud Services,Commerce,Consumer Electronics,Media,Mobile,Photos,Productivity Tools,Small Businesses,Smart Home,Video,Wearable Tech","Content"
27296,1402701020,NULL,NULL
27297,1402701161,NULL,NULL
27298,1402701837,"3D Printing,Consumer Electronics,Enterprise Software,Fashion,Games,Hardware,Media,Mobile,Music,Photos,Productivity Tools,Robotics,Social Impact,Video,Wearable Tech","Movies/Film"
27299,1402704958,NULL,NULL
27300,1402708368,NULL,NULL
27301,1402715318,NULL,NULL
27302,1402724904,"Cloud Services,Consumer Electronics,Dating,Education,Games,Healthcare,Mobile,Music,Social Impact,Sports,Travel,Video",""
27303,1402732782,NULL,NULL
27304,1402735802,NULL,NULL
27305,1402736286,NULL,NULL
27306,1402750789,NULL,NULL
27307,1402753131,NULL,NULL
27308,1402755256,NULL,NULL
27309,1402760716,NULL,NULL
27310,1402762722,NULL,NULL
27311,1402771664,NULL,NULL
27312,1402780259,NULL,NULL
27313,1402787927,NULL,NULL
27314,1402789914,NULL,NULL
27315,1402790436,NULL,NULL
27316,1402801736,"Cloud Services,Commerce,Enterprise Software,Financial Services,Hardware,Healthcare,Mobile,Productivity Tools,Small Businesses,Smart Home,Wearable Tech","Records,Medical Devices"
27317,1402812161,NULL,NULL
27318,1402817681,NULL,NULL
27319,1402817823,NULL,NULL
27320,1402834200,NULL,NULL
27321,1402842237,"Education,Small Businesses,Travel",""
27322,1402843091,NULL,NULL
27323,1402844071,NULL,NULL
27324,1402847289,NULL,NULL
27325,1402848548,NULL,NULL
27326,1402853431,NULL,NULL
27335,1402896882,"3D Printing,Cloud Services,Consumer Electronics,Enterprise Software,Hardware,Mobile,Payments,Recruiting,Robotics,Smart Home,Transportation,Wearable Tech",""
27336,1402902022,NULL,NULL
27337,1402913251,NULL,NULL
27338,1402915095,NULL,NULL
27339,1402917552,"Cloud Services,Education,Enterprise Software,Financial Services,Recruiting",""
27340,1402919495,NULL,NULL
27341,1402921025,"Cloud Services,Enterprise Software,Green,Productivity Tools",""
27342,1402925506,NULL,NULL
27343,1402928570,NULL,NULL
27344,1402944460,NULL,NULL
27345,1402933919,"Cloud Services,Commerce,Enterprise Software,Mobile,Productivity Tools",""
27346,1402935349,NULL,NULL
27347,1402936800,NULL,NULL
27348,1402938476,"Fashion,Sports,Video",""
27349,1402939383,NULL,NULL
27350,1402940970,NULL,NULL
27351,1402942180,NULL,NULL
28231,1405897650,NULL,NULL
27352,1402945048,NULL,NULL
27353,1402945362,NULL,NULL
27354,1402946620,NULL,NULL
27355,1402946786,NULL,NULL
27356,1402950130,"Advertising,Commerce,Enterprise Software,Social Impact",""
27357,1402953112,NULL,NULL
27358,1402954460,NULL,NULL
27359,1402956070,"Media,Productivity Tools,Social Impact",""
27360,1402956882,"Advertising,Education,Events,Media,Mobile,Productivity Tools,Recruiting,Social Impact","Edutainment,Content"
27361,1402957167,NULL,NULL
27362,1402964008,NULL,NULL
27363,1402964010,"Commerce",""
27364,1402977520,NULL,NULL
27365,1402978910,"3D Printing,Cloud Services,Consumer Electronics,Enterprise Software,Games,Mobile,Payments,Productivity Tools,Robotics,Small Businesses,Smart Home",""
27366,1402981330,"Commerce,Enterprise Software,Local,Small Businesses,Social Impact,Travel",""
27368,1402983280,NULL,NULL
27369,1402988260,NULL,NULL
27370,1402995325,NULL,NULL
27371,1403000052,NULL,NULL
27372,1403001196,NULL,NULL
27373,1403004439,NULL,NULL
27374,1403015067,NULL,NULL
27375,1403015458,NULL,NULL
27376,1403016634,NULL,NULL
27377,1403017131,NULL,NULL
27378,1403019871,NULL,NULL
27379,1403023870,NULL,NULL
27380,1403024446,NULL,NULL
27381,1403029731,NULL,NULL
27382,1403031023,"Advertising,Cloud Services,Commerce,Education,Enterprise Software,Fashion,Financial Services,Games,Green,Healthcare,Media,Mobile,Music,Payments,Photos,Productivity Tools,Smart Home,Social Impact,Sports,Transportation,Travel,Video,Wearable Tech",""
27383,1403032099,NULL,NULL
27384,1403032190,NULL,NULL
